,"bioguide","first","first_last","icpsr","last","opensecrets","term_count","term_end","term_start","type","cycle"
39935,"M000725","George","George Miller",14256,"Miller","N00007390",20,"2015-01-03","2013-01-03","rep",2012
39946,"M000933","James","James P. Moran",29149,"Moran","N00002083",11,"2013-01-03","2011-01-05","rep",2010
39947,"M000933","James","James P. Moran",29149,"Moran","N00002083",12,"2015-01-03","2013-01-03","rep",2012
39949,"O000169","William","William L. Owens",20957,"Owens","N00031011",2,"2013-01-03","2011-01-05","rep",2010
39950,"O000169","William","William L. Owens",20957,"Owens","N00031011",3,"2015-01-03","2013-01-03","rep",2012
39961,"P000099","Ed","Ed Pastor",29101,"Pastor","N00006397",11,"2013-01-03","2011-01-05","rep",2010
39962,"P000099","Ed","Ed Pastor",29101,"Pastor","N00006397",12,"2015-01-03","2013-01-03","rep",2012
39979,"P000265","Thomas","Thomas E. Petri",14675,"Petri","N00004426",17,"2013-01-03","2011-01-05","rep",2010
39980,"P000265","Thomas","Thomas E. Petri",14675,"Petri","N00004426",18,"2015-01-03","2013-01-03","rep",2012
39998,"R000011","Nick","Nick J. Rahall II",14448,"Rahall","N00002198",18,"2013-01-03","2011-01-05","rep",2010
39999,"R000011","Nick","Nick J. Rahall II",14448,"Rahall","N00002198",19,"2015-01-03","2013-01-03","rep",2012
40005,"R000572","Mike","Mike Rogers",20120,"Rogers","N00009668",6,"2013-01-03","2011-01-05","rep",2010
40006,"R000572","Mike","Mike Rogers",20120,"Rogers","N00009668",7,"2015-01-03","2013-01-03","rep",2012
40007,"R000594","Jon","Jon Runyan",21153,"Runyan","N00031988",1,"2013-01-03","2011-01-05","rep",2010
40008,"R000594","Jon","Jon Runyan",21153,"Runyan","N00031988",2,"2015-01-03","2013-01-03","rep",2012
40012,"S001162","Allyson","Allyson Y. Schwartz",20525,"Schwartz","N00001579",4,"2013-01-03","2011-01-05","rep",2010
40013,"S001162","Allyson","Allyson Y. Schwartz",20525,"Schwartz","N00001579",5,"2015-01-03","2013-01-03","rep",2012
40014,"S001186","Steve","Steve Southerland II",21114,"Southerland","N00031204",1,"2013-01-03","2011-01-05","rep",2010
40015,"S001186","Steve","Steve Southerland II",21114,"Southerland","N00031204",2,"2015-01-03","2013-01-03","rep",2012
40022,"T000459","Lee","Lee Terry",29921,"Terry","N00005321",7,"2013-01-03","2011-01-05","rep",2010
40023,"T000459","Lee","Lee Terry",29921,"Terry","N00005321",8,"2015-01-03","2013-01-03","rep",2012
40031,"T000266","John","John F. Tierney",29730,"Tierney","N00000226",8,"2013-01-03","2011-01-05","rep",2010
40032,"T000266","John","John F. Tierney",29730,"Tierney","N00000226",9,"2015-01-03","2013-01-03","rep",2012
40051,"W000215","Henry","Henry A. Waxman",14280,"Waxman","N00001861",19,"2013-01-03","2011-01-05","rep",2010
40052,"W000215","Henry","Henry A. Waxman",14280,"Waxman","N00001861",20,"2015-01-03","2013-01-03","rep",2012
40068,"W000672","Frank","Frank R. Wolf",14869,"Wolf","N00002073",16,"2013-01-03","2011-01-05","rep",2010
40069,"W000672","Frank","Frank R. Wolf",14869,"Wolf","N00002073",17,"2015-01-03","2013-01-03","rep",2012
40070,"B001279","Ron","Ron Barber",21199,"Barber","N00033981",1,"2013-01-03","2012-06-12","rep",2011
40071,"B001279","Ron","Ron Barber",21199,"Barber","N00033981",2,"2015-01-03","2013-01-03","rep",2012
40073,"S000937","Steve","Steve Stockman",29570,"Stockman","N00005918",2,"2015-01-03","2013-01-03","rep",2012
40075,"M001171","Daniel","Daniel B. Maffei",20935,"Maffei","N00027891",2,"2015-01-03","2013-01-03","rep",2012
40076,"N000187","Gloria","Gloria Negrete McLeod",21310,"Negrete McLeod","N00033509",1,"2015-01-03","2013-01-03","rep",2012
40077,"G000573","Joe","Joe Garcia",21322,"Garcia","N00029908",1,"2015-01-03","2013-01-03","rep",2012
40078,"E000292","William","William L. Enyart",21327,"Enyart","N00034884",1,"2015-01-03","2013-01-03","rep",2012
40079,"B001280","Kerry","Kerry L. Bentivolio",21336,"Bentivolio","N00033625",1,"2015-01-03","2013-01-03","rep",2012
40080,"G000572","Pete","Pete P. Gallego",21363,"Gallego","N00033541",1,"2015-01-03","2013-01-03","rep",2012
40081,"M001192","Vance","Vance M. McAllister",,"McAllister","N00035593",1,"2015-01-03","2013-11-16","rep",2012
40082,"W000818","John","John E. Walsh",,"Walsh","N00035686",1,"2015-01-03","2014-02-11","sen",2013
40083,"G000569","Michael","Michael G. Grimm",21154,"Grimm","N00031401",1,"2013-01-03","2011-01-05","rep",2010
40084,"G000569","Michael","Michael G. Grimm",21154,"Grimm","N00031401",2,"2015-01-03","2013-01-03","rep",2012
40098,"C000556","Howard","Howard Coble",15092,"Coble","N00002247",14,"2013-01-03","2011-01-05","rep",2010
40099,"C000556","Howard","Howard Coble",15092,"Coble","N00002247",15,"2015-01-03","2013-01-03","rep",2012
40101,"N000186","Alan","Alan Nunnelee",21147,"Nunnelee","N00031006",1,"2013-01-03","2011-01-05","rep",2010
40102,"N000186","Alan","Alan Nunnelee",21147,"Nunnelee","N00031006",2,"2015-01-03","2013-01-03","rep",2012
40103,"N000186","Alan","Alan Nunnelee",21147,"Nunnelee","N00031006",3,"2015-02-06","2015-01-06","rep",2014
40105,"S001179","Aaron","Aaron Schock",20914,"Schock","N00029273",2,"2013-01-03","2011-01-05","rep",2010
40106,"S001179","Aaron","Aaron Schock",20914,"Schock","N00029273",3,"2015-01-03","2013-01-03","rep",2012
40107,"S001179","Aaron","Aaron Schock",20914,"Schock","N00029273",4,"2015-03-31","2015-01-06","rep",2014
40118,"B000589","John","John A. Boehner",29137,"Boehner","N00003675",11,"2013-01-03","2011-01-05","rep",2010
40119,"B000589","John","John A. Boehner",29137,"Boehner","N00003675",12,"2015-01-03","2013-01-03","rep",2012
40120,"B000589","John","John A. Boehner",29137,"Boehner","N00003675",13,"2015-10-31","2015-01-06","rep",2014
40129,"F000043","Chaka","Chaka Fattah",29559,"Fattah","N00001746",9,"2013-01-03","2011-01-05","rep",2010
40130,"F000043","Chaka","Chaka Fattah",29559,"Fattah","N00001746",10,"2015-01-03","2013-01-03","rep",2012
40131,"F000043","Chaka","Chaka Fattah",29559,"Fattah","N00001746",11,"2016-06-23","2015-01-06","rep",2014
40140,"W000413","Ed","Ed Whitfield",29525,"Whitfield","N00003467",9,"2013-01-03","2011-01-05","rep",2010
40141,"W000413","Ed","Ed Whitfield",29525,"Whitfield","N00003467",10,"2015-01-03","2013-01-03","rep",2012
40142,"W000413","Ed","Ed Whitfield",29525,"Whitfield","N00003467",11,"2016-09-07","2015-01-06","rep",2014
40143,"T000473","Mark","Mark Takai",,"Takai","N00035535",1,"2016-07-20","2015-01-06","rep",2014
40144,"H001063","Janice","Janice Hahn",21195,"Hahn","N00006806",1,"2013-01-03","2011-07-19","rep",2010
40145,"H001063","Janice","Janice Hahn",21195,"Hahn","N00006806",2,"2015-01-03","2013-01-03","rep",2012
40146,"H001063","Janice","Janice Hahn",21195,"Hahn","N00006806",3,"2016-12-04","2015-01-06","rep",2014
40151,"M001150","Candice","Candice S. Miller",20331,"Miller","N00009795",5,"2013-01-03","2011-01-05","rep",2010
40152,"M001150","Candice","Candice S. Miller",20331,"Miller","N00009795",6,"2015-01-03","2013-01-03","rep",2012
40153,"M001150","Candice","Candice S. Miller",20331,"Miller","N00009795",7,"2016-12-31","2015-01-06","rep",2014
40154,"A000368","Kelly","Kelly Ayotte",41106,"Ayotte","N00030980",1,"2017-01-03","2011-01-05","sen",2010
40163,"B000711","Barbara","Barbara Boxer",15011,"Boxer","N00006692",9,"2017-01-03","2011-01-05","sen",2010
40170,"C000542","Daniel","Daniel Coats",14806,"Coats","N00003845",7,"2017-01-03","2011-01-05","sen",2010
40176,"K000360","Mark","Mark Kirk",20115,"Kirk","N00012539",6,"2011-01-03","2010-11-29","sen",2009
40177,"K000360","Mark","Mark Kirk",20115,"Kirk","N00012539",7,"2017-01-03","2011-01-05","sen",2010
40187,"M000702","Barbara","Barbara A. Mikulski",14440,"Mikulski","N00001945",10,"2017-01-03","2011-01-05","sen",2010
40194,"R000146","Harry","Harry Reid",15054,"Reid","N00009922",7,"2017-01-03","2011-01-05","sen",2010
40199,"V000127","David","David Vitter",29918,"Vitter","N00009659",5,"2017-01-03","2011-01-05","sen",2010
40200,"B001271","Dan","Dan Benishek",21141,"Benishek","N00031934",1,"2013-01-03","2011-01-05","rep",2010
40201,"B001271","Dan","Dan Benishek",21141,"Benishek","N00031934",2,"2015-01-03","2013-01-03","rep",2012
40202,"B001271","Dan","Dan Benishek",21141,"Benishek","N00031934",3,"2017-01-03","2015-01-06","rep",2014
40206,"B001255","Charles","Charles W. Boustany Jr.",20514,"Boustany","N00026595",4,"2013-01-03","2011-01-05","rep",2010
40207,"B001255","Charles","Charles W. Boustany Jr.",20514,"Boustany","N00026595",5,"2015-01-03","2013-01-03","rep",2012
40208,"B001255","Charles","Charles W. Boustany Jr.",20514,"Boustany","N00026595",6,"2017-01-03","2015-01-06","rep",2014
40218,"B000911","Corrine","Corrine Brown",29328,"Brown","N00002713",10,"2013-01-03","2011-01-05","rep",2010
40219,"B000911","Corrine","Corrine Brown",29328,"Brown","N00002713",11,"2015-01-03","2013-01-03","rep",2012
40220,"B000911","Corrine","Corrine Brown",29328,"Brown","N00002713",12,"2017-01-03","2015-01-06","rep",2014
40228,"C001036","Lois","Lois Capps",29774,"Capps","N00007232",8,"2013-01-03","2011-01-05","rep",2010
40229,"C001036","Lois","Lois Capps",29774,"Capps","N00007232",9,"2015-01-03","2013-01-03","rep",2012
40230,"C001036","Lois","Lois Capps",29774,"Capps","N00007232",10,"2017-01-03","2015-01-06","rep",2014
40231,"C001083","John","John C. Carney Jr.",21113,"Carney","N00030736",1,"2013-01-03","2011-01-05","rep",2010
40232,"C001083","John","John C. Carney Jr.",21113,"Carney","N00030736",2,"2015-01-03","2013-01-03","rep",2012
40233,"C001083","John","John C. Carney Jr.",21113,"Carney","N00030736",3,"2017-01-03","2015-01-06","rep",2014
40239,"C001045","Ander","Ander Crenshaw",20111,"Crenshaw","N00012739",6,"2013-01-03","2011-01-05","rep",2010
40240,"C001045","Ander","Ander Crenshaw",20111,"Crenshaw","N00012739",7,"2015-01-03","2013-01-03","rep",2012
40241,"C001045","Ander","Ander Crenshaw",20111,"Crenshaw","N00012739",8,"2017-01-03","2015-01-06","rep",2014
40244,"E000290","Donna","Donna F. Edwards",20763,"Edwards","N00028249",3,"2013-01-03","2011-01-05","rep",2010
40245,"E000290","Donna","Donna F. Edwards",20763,"Edwards","N00028249",4,"2015-01-03","2013-01-03","rep",2012
40246,"E000290","Donna","Donna F. Edwards",20763,"Edwards","N00028249",5,"2017-01-03","2015-01-06","rep",2014
40247,"E000291","Renee","Renee L. Ellmers",21159,"Ellmers","N00031513",1,"2013-01-03","2011-01-05","rep",2010
40248,"E000291","Renee","Renee L. Ellmers",21159,"Ellmers","N00031513",2,"2015-01-03","2013-01-03","rep",2012
40249,"E000291","Renee","Renee L. Ellmers",21159,"Ellmers","N00031513",3,"2017-01-03","2015-01-06","rep",2014
40259,"F000030","Sam","Sam Farr",29313,"Farr","N00007312",10,"2013-01-03","2011-01-05","rep",2010
40260,"F000030","Sam","Sam Farr",29313,"Farr","N00007312",11,"2015-01-03","2013-01-03","rep",2012
40261,"F000030","Sam","Sam Farr",29313,"Farr","N00007312",12,"2017-01-03","2015-01-06","rep",2014
40262,"F000458","Stephen","Stephen Lee Fincher",21181,"Fincher","N00031141",1,"2013-01-03","2011-01-05","rep",2010
40263,"F000458","Stephen","Stephen Lee Fincher",21181,"Fincher","N00031141",2,"2015-01-03","2013-01-03","rep",2012
40264,"F000458","Stephen","Stephen Lee Fincher",21181,"Fincher","N00031141",3,"2017-01-03","2015-01-06","rep",2014
40266,"F000451","Michael","Michael G. Fitzpatrick",20524,"Fitzpatrick","N00027229",2,"2013-01-03","2011-01-05","rep",2010
40267,"F000451","Michael","Michael G. Fitzpatrick",20524,"Fitzpatrick","N00027229",3,"2015-01-03","2013-01-03","rep",2012
40268,"F000451","Michael","Michael G. Fitzpatrick",20524,"Fitzpatrick","N00027229",4,"2017-01-03","2015-01-06","rep",2014
40270,"F000456","John","John Fleming",20918,"Fleming","N00029679",2,"2013-01-03","2011-01-05","rep",2010
40271,"F000456","John","John Fleming",20918,"Fleming","N00029679",3,"2015-01-03","2013-01-03","rep",2012
40272,"F000456","John","John Fleming",20918,"Fleming","N00029679",4,"2017-01-03","2015-01-06","rep",2014
40278,"F000445","J.","J. Randy Forbes",20143,"Forbes","N00013799",6,"2013-01-03","2011-01-05","rep",2010
40279,"F000445","J.","J. Randy Forbes",20143,"Forbes","N00013799",7,"2015-01-03","2013-01-03","rep",2012
40280,"F000445","J.","J. Randy Forbes",20143,"Forbes","N00013799",8,"2017-01-03","2015-01-06","rep",2014
40285,"G000548","Scott","Scott Garrett",20336,"Garrett","N00000743",5,"2013-01-03","2011-01-05","rep",2010
40286,"G000548","Scott","Scott Garrett",20336,"Garrett","N00000743",6,"2015-01-03","2013-01-03","rep",2012
40287,"G000548","Scott","Scott Garrett",20336,"Garrett","N00000743",7,"2017-01-03","2015-01-06","rep",2014
40288,"G000564","Christopher","Christopher P. Gibson",21156,"Gibson","N00031998",1,"2013-01-03","2011-01-05","rep",2010
40289,"G000564","Christopher","Christopher P. Gibson",21156,"Gibson","N00031998",2,"2015-01-03","2013-01-03","rep",2012
40290,"G000564","Christopher","Christopher P. Gibson",21156,"Gibson","N00031998",3,"2017-01-03","2015-01-06","rep",2014
40291,"H001051","Richard","Richard L. Hanna",21157,"Hanna","N00030197",1,"2013-01-03","2011-01-05","rep",2010
40292,"H001051","Richard","Richard L. Hanna",21157,"Hanna","N00030197",2,"2015-01-03","2013-01-03","rep",2012
40293,"H001051","Richard","Richard L. Hanna",21157,"Hanna","N00030197",3,"2017-01-03","2015-01-06","rep",2014
40294,"H001055","Joseph","Joseph J. Heck",21151,"Heck","N00031244",1,"2013-01-03","2011-01-05","rep",2010
40295,"H001055","Joseph","Joseph J. Heck",21151,"Heck","N00031244",2,"2015-01-03","2013-01-03","rep",2012
40296,"H001055","Joseph","Joseph J. Heck",21151,"Heck","N00031244",3,"2017-01-03","2015-01-06","rep",2014
40304,"H000636","Rubén","Rubén Hinojosa",29763,"Hinojosa","N00006008",8,"2013-01-03","2011-01-05","rep",2010
40305,"H000636","Rubén","Rubén Hinojosa",29763,"Hinojosa","N00006008",9,"2015-01-03","2013-01-03","rep",2012
40306,"H000636","Rubén","Rubén Hinojosa",29763,"Hinojosa","N00006008",10,"2017-01-03","2015-01-06","rep",2014
40312,"H001034","Michael","Michael M. Honda",20103,"Honda","N00012611",6,"2013-01-03","2011-01-05","rep",2010
40313,"H001034","Michael","Michael M. Honda",20103,"Honda","N00012611",7,"2015-01-03","2013-01-03","rep",2012
40314,"H001034","Michael","Michael M. Honda",20103,"Honda","N00012611",8,"2017-01-03","2015-01-06","rep",2014
40315,"H001057","Tim","Tim Huelskamp",21134,"Huelskamp","N00027649",1,"2013-01-03","2011-01-05","rep",2010
40316,"H001057","Tim","Tim Huelskamp",21134,"Huelskamp","N00027649",2,"2015-01-03","2013-01-03","rep",2012
40317,"H001057","Tim","Tim Huelskamp",21134,"Huelskamp","N00027649",3,"2017-01-03","2015-01-06","rep",2014
40318,"H001060","Robert","Robert Hurt",21186,"Hurt","N00031265",1,"2013-01-03","2011-01-05","rep",2010
40319,"H001060","Robert","Robert Hurt",21186,"Hurt","N00031265",2,"2015-01-03","2013-01-03","rep",2012
40320,"H001060","Robert","Robert Hurt",21186,"Hurt","N00031265",3,"2017-01-03","2015-01-06","rep",2014
40326,"I000057","Steve","Steve Israel",20129,"Israel","N00013345",6,"2013-01-03","2011-01-05","rep",2010
40327,"I000057","Steve","Steve Israel",20129,"Israel","N00013345",7,"2015-01-03","2013-01-03","rep",2012
40328,"I000057","Steve","Steve Israel",20129,"Israel","N00013345",8,"2017-01-03","2015-01-06","rep",2014
40333,"K000363","John","John Kline",20333,"Kline","N00004436",5,"2013-01-03","2011-01-05","rep",2010
40334,"K000363","John","John Kline",20333,"Kline","N00004436",6,"2015-01-03","2013-01-03","rep",2012
40335,"K000363","John","John Kline",20333,"Kline","N00004436",7,"2017-01-03","2015-01-06","rep",2014
40337,"L000571","Cynthia","Cynthia M. Lummis",20953,"Lummis","N00029788",2,"2013-01-03","2011-01-05","rep",2010
40338,"L000571","Cynthia","Cynthia M. Lummis",20953,"Lummis","N00029788",3,"2015-01-03","2013-01-03","rep",2012
40339,"L000571","Cynthia","Cynthia M. Lummis",20953,"Lummis","N00029788",4,"2017-01-03","2015-01-06","rep",2014
40351,"M000404","Jim","Jim McDermott",15613,"McDermott","N00009829",12,"2013-01-03","2011-01-05","rep",2010
40352,"M000404","Jim","Jim McDermott",15613,"McDermott","N00009829",13,"2015-01-03","2013-01-03","rep",2012
40353,"M000404","Jim","Jim McDermott",15613,"McDermott","N00009829",14,"2017-01-03","2015-01-06","rep",2014
40363,"M000689","John","John L. Mica",29331,"Mica","N00002793",10,"2013-01-03","2011-01-05","rep",2010
40364,"M000689","John","John L. Mica",29331,"Mica","N00002793",11,"2015-01-03","2013-01-03","rep",2012
40365,"M000689","John","John L. Mica",29331,"Mica","N00002793",12,"2017-01-03","2015-01-06","rep",2014
40371,"M001144","Jeff","Jeff Miller",20110,"Miller","N00013846",6,"2013-01-03","2011-01-05","rep",2010
40372,"M001144","Jeff","Jeff Miller",20110,"Miller","N00013846",7,"2015-01-03","2013-01-03","rep",2012
40373,"M001144","Jeff","Jeff Miller",20110,"Miller","N00013846",8,"2017-01-03","2015-01-06","rep",2014
40378,"N000182","Randy","Randy Neugebauer",20353,"Neugebauer","N00026043",5,"2013-01-03","2011-01-05","rep",2010
40379,"N000182","Randy","Randy Neugebauer",20353,"Neugebauer","N00026043",6,"2015-01-03","2013-01-03","rep",2012
40380,"N000182","Randy","Randy Neugebauer",20353,"Neugebauer","N00026043",7,"2017-01-03","2015-01-06","rep",2014
40381,"N000185","Richard","Richard B. Nugent",21115,"Nugent","N00032441",1,"2013-01-03","2011-01-05","rep",2010
40382,"N000185","Richard","Richard B. Nugent",21115,"Nugent","N00032441",2,"2015-01-03","2013-01-03","rep",2012
40383,"N000185","Richard","Richard B. Nugent",21115,"Nugent","N00032441",3,"2017-01-03","2015-01-06","rep",2014
40385,"P000596","Pedro","Pedro R. Pierluisi",,"Pierluisi","N00029168",2,"2017-01-03","2013-01-03","rep",2012
40393,"P000373","Joseph","Joseph R. Pitts",29752,"Pitts","N00001633",8,"2013-01-03","2011-01-05","rep",2010
40394,"P000373","Joseph","Joseph R. Pitts",29752,"Pitts","N00001633",9,"2015-01-03","2013-01-03","rep",2012
40395,"P000373","Joseph","Joseph R. Pitts",29752,"Pitts","N00001633",10,"2017-01-03","2015-01-06","rep",2014
40416,"R000053","Charles","Charles B. Rangel",13035,"Rangel","N00000964",21,"2013-01-03","2011-01-05","rep",2010
40417,"R000053","Charles","Charles B. Rangel",13035,"Rangel","N00000964",22,"2015-01-03","2013-01-03","rep",2012
40418,"R000053","Charles","Charles B. Rangel",13035,"Rangel","N00000964",23,"2017-01-03","2015-01-06","rep",2014
40419,"R000587","Reid","Reid J. Ribble",21190,"Ribble","N00030968",1,"2013-01-03","2011-01-05","rep",2010
40420,"R000587","Reid","Reid J. Ribble",21190,"Ribble","N00030968",2,"2015-01-03","2013-01-03","rep",2012
40421,"R000587","Reid","Reid J. Ribble",21190,"Ribble","N00030968",3,"2017-01-03","2015-01-06","rep",2014
40422,"R000589","Edward","E. Scott Rigell",21185,"Rigell","N00030962",1,"2013-01-03","2011-01-05","rep",2010
40423,"R000589","Edward","E. Scott Rigell",21185,"Rigell","N00030962",2,"2015-01-03","2013-01-03","rep",2012
40424,"R000589","Edward","E. Scott Rigell",21185,"Rigell","N00030962",3,"2017-01-03","2015-01-06","rep",2014
40432,"S000030","Loretta","Loretta Sanchez",29709,"Sanchez","N00008274",8,"2013-01-03","2011-01-05","rep",2010
40433,"S000030","Loretta","Loretta Sanchez",29709,"Sanchez","N00008274",9,"2015-01-03","2013-01-03","rep",2012
40434,"S000030","Loretta","Loretta Sanchez",29709,"Sanchez","N00008274",10,"2017-01-03","2015-01-06","rep",2014
40435,"S001188","Marlin","Marlin A. Stutzman",21100,"Stutzman","N00030891",1,"2011-01-03","2010-11-16","rep",2009
40436,"S001188","Marlin","Marlin A. Stutzman",21100,"Stutzman","N00030891",2,"2013-01-03","2011-01-05","rep",2010
40437,"S001188","Marlin","Marlin A. Stutzman",21100,"Stutzman","N00030891",3,"2015-01-03","2013-01-03","rep",2012
40438,"S001188","Marlin","Marlin A. Stutzman",21100,"Stutzman","N00030891",4,"2017-01-03","2015-01-06","rep",2014
40442,"W000796","Lynn","Lynn A. Westmoreland",20506,"Westmoreland","N00026163",4,"2013-01-03","2011-01-05","rep",2010
40443,"W000796","Lynn","Lynn A. Westmoreland",20506,"Westmoreland","N00026163",5,"2015-01-03","2013-01-03","rep",2012
40444,"W000796","Lynn","Lynn A. Westmoreland",20506,"Westmoreland","N00026163",6,"2017-01-03","2015-01-06","rep",2014
40448,"S000018","Matt","Matt Salmon",29500,"Salmon","N00006446",4,"2015-01-03","2013-01-03","rep",2012
40449,"S000018","Matt","Matt Salmon",29500,"Salmon","N00006446",5,"2017-01-03","2015-01-06","rep",2014
40451,"G000556","Alan","Alan Grayson",20908,"Grayson","N00028418",2,"2015-01-03","2013-01-03","rep",2012
40452,"G000556","Alan","Alan Grayson",20908,"Grayson","N00028418",3,"2017-01-03","2015-01-06","rep",2014
40453,"M001191","Patrick","Patrick Murphy",21319,"Murphy","N00033091",1,"2015-01-03","2013-01-03","rep",2012
40454,"M001191","Patrick","Patrick Murphy",21319,"Murphy","N00033091",2,"2017-01-03","2015-01-06","rep",2014
40455,"J000296","David","David W. Jolly",,"Jolly","N00035717",1,"2015-01-03","2014-03-11","rep",2013
40456,"J000296","David","David W. Jolly",,"Jolly","N00035717",2,"2017-01-03","2015-01-06","rep",2014
40457,"C001102","Curtis","Curt Clawson",,"Clawson","N00035854",1,"2015-01-03","2014-06-24","rep",2013
40458,"C001102","Curtis","Curt Clawson",,"Clawson","N00035854",2,"2017-01-03","2015-01-06","rep",2014
40459,"D000613","Bob","Robert J. Dold",21127,"Dold","N00031103",1,"2013-01-03","2011-01-05","rep",2010
40460,"D000613","Bob","Robert J. Dold",21127,"Dold","N00031103",2,"2017-01-03","2015-01-06","rep",2014
40461,"G000570","Frank","Frank C. Guinta",21152,"Guinta","N00030801",1,"2013-01-03","2011-01-05","rep",2010
40462,"G000570","Frank","Frank C. Guinta",21152,"Guinta","N00030801",2,"2017-01-03","2015-01-06","rep",2014
40463,"G000575","Gwen","Gwen Graham",,"Graham","N00035688",1,"2017-01-03","2015-01-06","rep",2014
40464,"A000373","Brad","Brad Ashford",,"Ashford","N00005293",1,"2017-01-03","2015-01-06","rep",2014
40465,"H001070","Cresent","Cresent Hardy",,"Hardy","N00035628",1,"2017-01-03","2015-01-06","rep",2014
40466,"P000602","Mike","Mike Pompeo",21136,"Pompeo","N00030744",1,"2013-01-03","2011-01-05","rep",2010
40467,"P000602","Mike","Mike Pompeo",21136,"Pompeo","N00030744",2,"2015-01-03","2013-01-03","rep",2012
40468,"P000602","Mike","Mike Pompeo",21136,"Pompeo","N00030744",3,"2017-01-03","2015-01-06","rep",2014
40469,"P000602","Mike","Mike Pompeo",21136,"Pompeo","N00030744",4,"2017-01-23","2017-01-03","rep",2016
40479,"B000287","Xavier","Xavier Becerra",29316,"Becerra","N00009774",10,"2013-01-03","2011-01-05","rep",2010
40480,"B000287","Xavier","Xavier Becerra",29316,"Becerra","N00009774",11,"2015-01-03","2013-01-03","rep",2012
40481,"B000287","Xavier","Xavier Becerra",29316,"Becerra","N00009774",12,"2017-01-03","2015-01-06","rep",2014
40482,"B000287","Xavier","Xavier Becerra",29316,"Becerra","N00009774",13,"2017-01-24","2017-01-03","rep",2016
40486,"S001141","Jefferson","Jeff Sessions",49700,"Sessions","N00003062",4,"2017-02-08","2015-01-06","sen",2014
40490,"P000591","Tom","Tom Price",20505,"Price","N00026160",4,"2013-01-03","2011-01-05","rep",2010
40491,"P000591","Tom","Tom Price",20505,"Price","N00026160",5,"2015-01-03","2013-01-03","rep",2012
40492,"P000591","Tom","Tom Price",20505,"Price","N00026160",6,"2017-01-03","2015-01-06","rep",2014
40493,"P000591","Tom","Tom Price",20505,"Price","N00026160",7,"2017-02-10","2017-01-03","rep",2016
40494,"M001182","Mick","Mick Mulvaney",21176,"Mulvaney","N00031412",1,"2013-01-03","2011-01-05","rep",2010
40495,"M001182","Mick","Mick Mulvaney",21176,"Mulvaney","N00031412",2,"2015-01-03","2013-01-03","rep",2012
40496,"M001182","Mick","Mick Mulvaney",21176,"Mulvaney","N00031412",3,"2017-01-03","2015-01-06","rep",2014
40497,"M001182","Mick","Mick Mulvaney",21176,"Mulvaney","N00031412",4,"2017-02-16","2017-01-03","rep",2016
40498,"Z000018","Ryan","Ryan K. Zinke",,"Zinke","N00035616",1,"2017-01-03","2015-01-06","rep",2014
40499,"Z000018","Ryan","Ryan K. Zinke",,"Zinke","N00035616",2,"2017-03-01","2017-01-03","rep",2016
40501,"C001076","Jason","Jason Chaffetz",20949,"Chaffetz","N00028958",2,"2013-01-03","2011-01-05","rep",2010
40502,"C001076","Jason","Jason Chaffetz",20949,"Chaffetz","N00028958",3,"2015-01-03","2013-01-03","rep",2012
40503,"C001076","Jason","Jason Chaffetz",20949,"Chaffetz","N00028958",4,"2017-01-03","2015-01-06","rep",2014
40504,"C001076","Jason","Jason Chaffetz",20949,"Chaffetz","N00028958",5,"2017-06-30","2017-01-03","rep",2016
40509,"M001151","Tim","Tim Murphy",20346,"Murphy","N00024992",5,"2013-01-03","2011-01-05","rep",2010
40510,"M001151","Tim","Tim Murphy",20346,"Murphy","N00024992",6,"2015-01-03","2013-01-03","rep",2012
40511,"M001151","Tim","Tim Murphy",20346,"Murphy","N00024992",7,"2017-01-03","2015-01-06","rep",2014
40512,"M001151","Tim","Tim Murphy",20346,"Murphy","N00024992",8,"2017-10-21","2017-01-03","rep",2016
40536,"C000714","John","John Conyers, Jr.",10713,"Conyers","N00004029",24,"2013-01-03","2011-01-05","rep",2010
40537,"C000714","John","John Conyers, Jr.",10713,"Conyers","N00004029",25,"2015-01-03","2013-01-03","rep",2012
40538,"C000714","John","John Conyers, Jr.",10713,"Conyers","N00004029",26,"2017-01-03","2015-01-06","rep",2014
40539,"C000714","John","John Conyers, Jr.",10713,"Conyers","N00004029",27,"2017-12-05","2017-01-03","rep",2016
40544,"F000448","Trent","Trent Franks",20304,"Franks","N00006423",5,"2013-01-03","2011-01-05","rep",2010
40545,"F000448","Trent","Trent Franks",20304,"Franks","N00006423",6,"2015-01-03","2013-01-03","rep",2012
40546,"F000448","Trent","Trent Franks",20304,"Franks","N00006423",7,"2017-01-03","2015-01-06","rep",2014
40547,"F000448","Trent","Trent Franks",20304,"Franks","N00006423",8,"2017-12-08","2017-01-03","rep",2016
40549,"F000457","Alan","Al Franken",40904,"Franken","N00029016",2,"2018-01-02","2015-01-06","sen",2014
40550,"S001202","Luther","Luther Strange",41704,"Strange","N00040607",1,"2018-01-03","2017-02-09","sen",2016
40556,"T000462","Patrick","Patrick J. Tiberi",20130,"Tiberi","N00009699",6,"2013-01-03","2011-01-05","rep",2010
40557,"T000462","Patrick","Patrick J. Tiberi",20130,"Tiberi","N00009699",7,"2015-01-03","2013-01-03","rep",2012
40558,"T000462","Patrick","Patrick J. Tiberi",20130,"Tiberi","N00009699",8,"2017-01-03","2015-01-06","rep",2014
